nMess	nMicro	tf_deg_low	tf_deg_high	m_deg_low	m_deg_high	tf_p_nz	defect	pmr	m_p_nz	rho	p_zero	p_one	entropy_rate	expression_mean	expression_std	condent_0	condent_1	condent_2	condent_3	condent_4	condent_5	condent_6	condent_7	condent_8	condent_9	condent_10	condent_11	condent_12	condent_13	condent_14	condent_15	condent_16	condent_17	condent_18	condent_19	condent_20	condent_21	condent_22	condent_23	condent_24	condent_25	condent_26	condent_27	condent_28	condent_29	condent_30	condent_31	condent_32	condent_33	condent_34	condent_35	condent_36	condent_37	condent_38	condent_39	condent_40	condent_41	condent_42	condent_43	condent_44	condent_45	condent_46	condent_47	condent_48	condent_49	condent_50	condent_51	condent_52	condent_53	condent_54	condent_55	condent_56	condent_57	condent_58	condent_59	condent_60	condent_61	condent_62	condent_63	condent_64	condent_65	condent_66	condent_67	condent_68	condent_69	condent_70	condent_71	condent_72	condent_73	condent_74	condent_75	condent_76	condent_77	condent_78	condent_79	condent_80	condent_81	condent_82	condent_83	condent_84	condent_85	condent_86	condent_87	condent_88	condent_89	condent_90	condent_91	condent_92	condent_93	condent_94	condent_95	condent_96	condent_97	condent_98	condent_99	condent_100	condent_101	condent_102	condent_103	condent_104	condent_105	condent_106	condent_107	condent_108	condent_109	condent_110	condent_111	condent_112	condent_113	condent_114	condent_115	condent_116	condent_117	condent_118	condent_119	condent_120	condent_121	condent_122	condent_123	condent_124	condent_125	condent_126	condent_127	condent_128	condent_129	condent_130	condent_131	condent_132	condent_133	condent_134	condent_135	condent_136	condent_137	condent_138	condent_139	condent_140	condent_141	condent_142	condent_143	condent_144	condent_145	condent_146	condent_147	condent_148	condent_149	condent_150
130	39	10	15	7	58	0.312500	0.150000	3.287500	0.225000	0.547500	0.190000	0.070000	3.080046	38.916952	5.383012	2.176349	2.436815	2.581810	2.677445	2.746001	2.797703	2.838073	2.870410	2.896833	2.918774	2.937238	2.952957	2.966473	2.978201	2.988458	2.997496	3.005512	3.012668	3.019091	3.024888	3.030146	3.034937	3.039322	3.043351	3.047067	3.050506	3.053700	3.056674	3.059451	3.062052	3.064493	3.066789	3.068953	3.070996	3.072930	3.074761	3.076500	3.078152	3.079724	3.081221	3.082649	3.084013	3.085316	3.086563	3.087757	3.088901	3.089998	3.091051	3.092062	3.093033	3.093968	3.094867	3.095733	3.096567	3.097370	3.098145	3.098893	3.099615	3.100312	3.100985	3.101635	3.102265	3.102873	3.103462	3.104031	3.104583	3.105118	3.105635	3.106137	3.106624	3.107095	3.107553	3.107997	3.108428	3.108846	3.109252	3.109647	3.110030	3.110403	3.110765	3.111117	3.111459	3.111792	3.112115	3.112430	3.112737	3.113035	3.113326	3.113609	3.113884	3.114152	3.114413	3.114668	3.114916	3.115158	3.115393	3.115623	3.115847	3.116066	3.116279	3.116486	3.116689	3.116887	3.117080	3.117268	3.117451	3.117631	3.117806	3.117977	3.118143	3.118306	3.118465	3.118620	3.118772	3.118920	3.119064	3.119205	3.119342	3.119477	3.119608	3.119735	3.119860	3.119982	3.120101	3.120216	3.120329	3.120439	3.120546	3.120650	3.120752	3.120850	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	52	10	15	7	58	0.312500	0.150000	3.287500	0.225000	0.547500	0.190000	0.070000	3.061753	36.349962	5.281116	2.173424	2.432145	2.575715	2.670187	2.737786	2.788696	2.828404	2.860184	2.886136	2.907674	2.925793	2.941213	2.954470	2.965971	2.976029	2.984890	2.992750	2.999765	3.006063	3.011746	3.016902	3.021600	3.025900	3.029851	3.033496	3.036870	3.040002	3.042920	3.045645	3.048197	3.050593	3.052846	3.054970	3.056977	3.058875	3.060674	3.062381	3.064004	3.065548	3.067019	3.068423	3.069763	3.071044	3.072270	3.073443	3.074568	3.075647	3.076683	3.077677	3.078633	3.079553	3.080438	3.081290	3.082111	3.082902	3.083665	3.084402	3.085112	3.085799	3.086462	3.087103	3.087723	3.088323	3.088903	3.089465	3.090009	3.090536	3.091047	3.091542	3.092022	3.092487	3.092939	3.093377	3.093803	3.094216	3.094617	3.095006	3.095385	3.095753	3.096111	3.096458	3.096796	3.097125	3.097445	3.097757	3.098060	3.098355	3.098642	3.098922	3.099194	3.099459	3.099718	3.099970	3.100215	3.100454	3.100688	3.100915	3.101137	3.101353	3.101564	3.101770	3.101970	3.102166	3.102357	3.102544	3.102726	3.102903	3.103077	3.103246	3.103411	3.103573	3.103730	3.103884	3.104034	3.104181	3.104324	3.104464	3.104600	3.104733	3.104863	3.104990	3.105114	3.105235	3.105352	3.105467	3.105579	3.105688	3.105794	3.105898	3.105999	3.106097	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	65	10	15	7	58	0.312500	0.150000	3.287500	0.225000	0.547500	0.190000	0.070000	3.042364	34.005573	5.175368	2.170495	2.427463	2.569594	2.662881	2.729494	2.779577	2.818585	2.849768	2.875205	2.896297	2.914026	2.929103	2.942057	2.953288	2.963104	2.971749	2.979412	2.986249	2.992384	2.997919	3.002938	3.007510	3.011693	3.015535	3.019079	3.022357	3.025401	3.028235	3.030882	3.033360	3.035685	3.037871	3.039932	3.041879	3.043719	3.045463	3.047118	3.048691	3.050187	3.051613	3.052972	3.054270	3.055511	3.056697	3.057834	3.058922	3.059966	3.060968	3.061931	3.062855	3.063745	3.064600	3.065424	3.066218	3.066983	3.067720	3.068432	3.069119	3.069782	3.070423	3.071042	3.071641	3.072220	3.072780	3.073323	3.073848	3.074357	3.074850	3.075327	3.075790	3.076240	3.076675	3.077098	3.077509	3.077907	3.078294	3.078670	3.079035	3.079389	3.079734	3.080070	3.080396	3.080713	3.081021	3.081321	3.081613	3.081898	3.082174	3.082444	3.082706	3.082962	3.083211	3.083454	3.083690	3.083921	3.084145	3.084364	3.084578	3.084786	3.084989	3.085187	3.085380	3.085569	3.085753	3.085933	3.086108	3.086279	3.086446	3.086609	3.086768	3.086923	3.087075	3.087223	3.087367	3.087508	3.087646	3.087781	3.087912	3.088040	3.088165	3.088287	3.088406	3.088522	3.088636	3.088746	3.088854	3.088959	3.089061	3.089160	3.089257	3.089351	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	78	10	15	7	58	0.312500	0.150000	3.287500	0.225000	0.547500	0.190000	0.070000	3.022147	31.862304	5.067521	2.167563	2.422771	2.563449	2.655528	2.721128	2.770353	2.808624	2.839171	2.864053	2.884658	2.901957	2.916651	2.929262	2.940185	2.949722	2.958113	2.965545	2.972170	2.978110	2.983465	2.988317	2.992733	2.996771	3.000478	3.003894	3.007052	3.009983	3.012710	3.015255	3.017636	3.019869	3.021969	3.023946	3.025812	3.027577	3.029247	3.030832	3.032337	3.033768	3.035131	3.036431	3.037670	3.038855	3.039987	3.041071	3.042109	3.043104	3.044059	3.044975	3.045856	3.046702	3.047516	3.048299	3.049054	3.049780	3.050481	3.051156	3.051808	3.052438	3.053045	3.053633	3.054200	3.054749	3.055280	3.055793	3.056290	3.056772	3.057238	3.057690	3.058128	3.058552	3.058964	3.059363	3.059751	3.060127	3.060492	3.060846	3.061191	3.061525	3.061850	3.062166	3.062473	3.062772	3.063063	3.063345	3.063620	3.063888	3.064148	3.064402	3.064648	3.064889	3.065123	3.065351	3.065573	3.065790	3.066001	3.066206	3.066407	3.066602	3.066793	3.066979	3.067160	3.067337	3.067509	3.067678	3.067842	3.068002	3.068159	3.068312	3.068461	3.068606	3.068748	3.068887	3.069022	3.069154	3.069283	3.069409	3.069532	3.069652	3.069769	3.069883	3.069994	3.070103	3.070208	3.070312	3.070412	3.070510	3.070606	3.070699	3.070789	3.070877	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	0	5	32	16	33	0.137500	0.250000	1.662500	0.475000	0.842500	0.070000	0.190000	3.154175	71.628952	5.758291	2.847152	2.907429	2.953196	2.988869	3.017211	3.040061	3.058696	3.074039	3.086771	3.097407	3.106345	3.113893	3.120296	3.125752	3.130417	3.134419	3.137863	3.140835	3.143406	3.145635	3.147572	3.149257	3.150726	3.152007	3.153125	3.154102	3.154954	3.155697	3.156344	3.156907	3.157394	3.157815	3.158176	3.158483	3.158743	3.158959	3.159136	3.159278	3.159387	3.159467	3.159519	3.159548	3.159553	3.159537	3.159502	3.159449	3.159379	3.159294	3.159195	3.159082	3.158956	3.158818	3.158670	3.158511	3.158342	3.158164	3.157978	3.157783	3.157581	3.157371	3.157155	3.156932	3.156702	3.156467	3.156227	3.155981	3.155730	3.155475	3.155215	3.154950	3.154682	3.154409	3.154134	3.153854	3.153571	3.153285	3.152996	3.152704	3.152409	3.152112	3.151812	3.151509	3.151205	3.150898	3.150589	3.150278	3.149965	3.149650	3.149334	3.149016	3.148696	3.148374	3.148052	3.147727	3.147402	3.147075	3.146747	3.146418	3.146088	3.145756	3.145424	3.145091	3.144757	3.144422	3.144086	3.143749	3.143412	3.143074	3.142735	3.142395	3.142055	3.141715	3.141374	3.141032	3.140690	3.140348	3.140005	3.139661	3.139318	3.138974	3.138629	3.138285	3.137940	3.137595	3.137249	3.136904	3.136558	3.136212	3.135866	3.135520	3.135174	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	13	5	32	16	33	0.137500	0.250000	1.662500	0.475000	0.842500	0.070000	0.190000	3.164900	67.529200	5.813198	2.842074	2.901979	2.947530	2.983114	3.011470	3.034417	3.053217	3.068776	3.081765	3.092688	3.101935	3.109810	3.116551	3.122350	3.127362	3.131712	3.135502	3.138817	3.141727	3.144290	3.146554	3.148561	3.150344	3.151933	3.153353	3.154624	3.155765	3.156791	3.157715	3.158548	3.159301	3.159982	3.160598	3.161156	3.161662	3.162120	3.162535	3.162910	3.163250	3.163557	3.163834	3.164083	3.164307	3.164506	3.164684	3.164841	3.164980	3.165100	3.165204	3.165293	3.165367	3.165427	3.165474	3.165509	3.165533	3.165546	3.165549	3.165542	3.165526	3.165502	3.165469	3.165428	3.165380	3.165324	3.165262	3.165194	3.165119	3.165039	3.164953	3.164862	3.164765	3.164664	3.164558	3.164447	3.164333	3.164214	3.164091	3.163965	3.163834	3.163701	3.163564	3.163424	3.163280	3.163134	3.162985	3.162833	3.162679	3.162522	3.162362	3.162200	3.162036	3.161870	3.161702	3.161531	3.161359	3.161185	3.161009	3.160831	3.160651	3.160470	3.160288	3.160103	3.159918	3.159731	3.159542	3.159352	3.159161	3.158969	3.158776	3.158581	3.158386	3.158189	3.157991	3.157793	3.157593	3.157393	3.157191	3.156989	3.156786	3.156582	3.156378	3.156173	3.155967	3.155760	3.155553	3.155345	3.155137	3.154928	3.154718	3.154508	3.154297	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	26	5	32	16	33	0.137500	0.250000	1.662500	0.475000	0.842500	0.070000	0.190000	3.170384	63.732878	5.838515	2.836945	2.896446	2.941741	2.977189	3.005506	3.028490	3.047389	3.063095	3.076268	3.087403	3.096884	3.105006	3.112006	3.118071	3.123351	3.127970	3.132029	3.135610	3.138783	3.141605	3.144124	3.146380	3.148408	3.150236	3.151890	3.153390	3.154754	3.155999	3.157136	3.158179	3.159137	3.160019	3.160832	3.161583	3.162278	3.162922	3.163520	3.164075	3.164592	3.165073	3.165522	3.165940	3.166330	3.166695	3.167035	3.167353	3.167649	3.167927	3.168186	3.168427	3.168653	3.168863	3.169059	3.169242	3.169411	3.169569	3.169715	3.169850	3.169975	3.170090	3.170196	3.170292	3.170380	3.170461	3.170533	3.170598	3.170656	3.170707	3.170751	3.170790	3.170822	3.170849	3.170870	3.170886	3.170897	3.170903	3.170905	3.170901	3.170894	3.170882	3.170867	3.170847	3.170824	3.170797	3.170767	3.170733	3.170696	3.170656	3.170613	3.170567	3.170518	3.170466	3.170412	3.170355	3.170296	3.170235	3.170171	3.170104	3.170036	3.169965	3.169893	3.169818	3.169742	3.169663	3.169583	3.169501	3.169418	3.169332	3.169245	3.169157	3.169067	3.168976	3.168883	3.168789	3.168693	3.168596	3.168498	3.168399	3.168298	3.168197	3.168094	3.167990	3.167885	3.167779	3.167672	3.167564	3.167455	3.167345	3.167235	3.167123	3.167011	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	39	5	32	16	33	0.137500	0.250000	1.662500	0.475000	0.842500	0.070000	0.190000	3.171773	60.212717	5.840504	2.831766	2.890834	2.935835	2.971102	2.999328	3.022295	3.041233	3.057022	3.070313	3.081594	3.091239	3.099540	3.106729	3.112989	3.118468	3.123289	3.127549	3.131331	3.134703	3.137720	3.140431	3.142876	3.145089	3.147099	3.148930	3.150603	3.152137	3.153547	3.154847	3.156048	3.157161	3.158194	3.159156	3.160053	3.160892	3.161677	3.162412	3.163104	3.163754	3.164367	3.164945	3.165490	3.166006	3.166494	3.166957	3.167395	3.167812	3.168207	3.168582	3.168939	3.169278	3.169601	3.169909	3.170201	3.170480	3.170746	3.170999	3.171240	3.171471	3.171690	3.171899	3.172098	3.172288	3.172469	3.172642	3.172806	3.172962	3.173111	3.173253	3.173388	3.173516	3.173638	3.173754	3.173864	3.173968	3.174067	3.174160	3.174248	3.174332	3.174411	3.174485	3.174554	3.174620	3.174681	3.174739	3.174792	3.174842	3.174888	3.174931	3.174970	3.175006	3.175039	3.175069	3.175096	3.175120	3.175141	3.175159	3.175175	3.175188	3.175199	3.175207	3.175213	3.175216	3.175218	3.175217	3.175214	3.175209	3.175202	3.175193	3.175182	3.175169	3.175155	3.175139	3.175121	3.175101	3.175080	3.175057	3.175033	3.175007	3.174980	3.174951	3.174921	3.174889	3.174857	3.174823	3.174787	3.174751	3.174713	3.174674	3.174634	3.174593	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	52	5	32	16	33	0.137500	0.250000	1.662500	0.475000	0.842500	0.070000	0.190000	3.169908	56.944324	5.823998	2.826540	2.885144	2.929815	2.964859	2.992948	3.015845	3.034767	3.050582	3.063932	3.075296	3.085043	3.093462	3.100777	3.107172	3.112790	3.117753	3.122156	3.126082	3.129596	3.132754	3.135605	3.138187	3.140534	3.142676	3.144636	3.146436	3.148093	3.149624	3.151043	3.152360	3.153587	3.154732	3.155803	3.156807	3.157751	3.158639	3.159476	3.160267	3.161015	3.161724	3.162397	3.163036	3.163644	3.164223	3.164776	3.165303	3.165806	3.166288	3.166748	3.167189	3.167612	3.168018	3.168407	3.168780	3.169139	3.169484	3.169816	3.170135	3.170442	3.170738	3.171022	3.171297	3.171561	3.171816	3.172061	3.172298	3.172527	3.172747	3.172960	3.173165	3.173363	3.173555	3.173739	3.173918	3.174090	3.174256	3.174417	3.174571	3.174721	3.174866	3.175005	3.175140	3.175270	3.175396	3.175517	3.175634	3.175747	3.175855	3.175961	3.176062	3.176160	3.176254	3.176345	3.176432	3.176516	3.176597	3.176676	3.176751	3.176823	3.176892	3.176959	3.177023	3.177085	3.177144	3.177200	3.177254	3.177306	3.177356	3.177403	3.177448	3.177491	3.177532	3.177572	3.177609	3.177644	3.177677	3.177709	3.177739	3.177767	3.177793	3.177818	3.177841	3.177862	3.177882	3.177901	3.177918	3.177933	3.177948	3.177960	3.177972	3.177982	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
130	65	5	32	16	33	0.137500	0.250000	1.662500	0.475000	0.842500	0.070000	0.190000	3.165422	53.905840	5.792788	2.821266	2.879379	2.923686	2.958468	2.986375	3.009154	3.028009	3.043797	3.057150	3.068543	3.078337	3.086817	3.094205	3.100679	3.106383	3.111435	3.115931	3.119950	3.123558	3.126810	3.129754	3.132429	3.134867	3.137099	3.139147	3.141034	3.142777	3.144392	3.145892	3.147290	3.148595	3.149818	3.150965	3.152044	3.153060	3.154020	3.154928	3.155789	3.156606	3.157382	3.158122	3.158826	3.159499	3.160142	3.160757	3.161346	3.161911	3.162453	3.162974	3.163475	3.163956	3.164420	3.164866	3.165297	3.165712	3.166113	3.166499	3.166873	3.167235	3.167584	3.167922	3.168249	3.168566	3.168873	3.169170	3.169458	3.169737	3.170008	3.170271	3.170526	3.170773	3.171013	3.171247	3.171473	3.171693	3.171907	3.172115	3.172317	3.172513	3.172704	3.172889	3.173070	3.173246	3.173416	3.173582	3.173744	3.173901	3.174055	3.174204	3.174349	3.174490	3.174627	3.174761	3.174891	3.175018	3.175141	3.175262	3.175379	3.175492	3.175603	3.175711	3.175816	3.175919	3.176018	3.176115	3.176210	3.176301	3.176391	3.176478	3.176563	3.176645	3.176725	3.176803	3.176879	3.176953	3.177024	3.177094	3.177162	3.177228	3.177292	3.177354	3.177415	3.177474	3.177531	3.177586	3.177640	3.177692	3.177743	3.177792	3.177840	3.177886	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
